selector,file,action,reason,original_declarations,new_declarations
.student-info__name,pages/schools_students/students/students.css,dropped (same-priority subset),.student-info__name in pages/schools_students/students/students.css is strict subset of same-priority pages/schools_students/schools/schools.css,color: var(--color-text-primary); font-size: var(--font-size-sm); font-weight: var(--font-weight-semibold); line-height: 1.2; margin-bottom: 2px,
.student-info__name,components/tables/responsive.css,trimmed (overlap removed),Removed overlapping properties ['font-size'] from lower-priority definition,font-size: var(--font-size-xs),
.student-info__name,pages/schools_students/schools/schools.css,dropped (covered by higher priority),.student-info__name in pages/schools_students/schools/schools.css fully subset of accumulated higher-priority declarations,color: var(--color-text-primary); font-size: var(--font-size-sm); font-weight: var(--font-weight-semibold); line-height: 1.2; margin-bottom: 2px; overflow: hidden; text-overflow: ellipsis; white-space: nowrap,
.student-info__name-en,pages/schools_students/schools/schools.css,trimmed (overlap removed),"Removed overlapping properties ['color', 'font-size', 'overflow', 'text-overflow', 'white-space'] from lower-priority definition",color: var(--color-text-muted); font-size: var(--font-size-xs); font-style: italic; overflow: hidden; text-overflow: ellipsis; white-space: nowrap,font-style: italic
.student-info__name-en,pages/schools_students/students/students.css,trimmed (overlap removed),"Removed overlapping properties ['color', 'font-size'] from lower-priority definition",color: var(--color-text-muted); font-size: var(--font-size-xs); line-height: 1.2,line-height: 1.2
.student-info__meta,pages/schools_students/students/students.css,dropped (covered by higher priority),.student-info__meta in pages/schools_students/students/students.css fully subset of accumulated higher-priority declarations,color: var(--color-text-muted); font-size: var(--font-size-xs); line-height: 1.2,
@keyframes shimmer,components/cards/base.css,dropped (covered by higher priority),@keyframes shimmer in components/cards/base.css fully subset of accumulated higher-priority declarations,0% { left: -100%,
@keyframes shimmer,pages/meetings/selected-student.css,dropped (covered by higher priority),@keyframes shimmer in pages/meetings/selected-student.css fully subset of accumulated higher-priority declarations,"0% {
    transform: translateX(-100%) translateY(-100%) rotate(45deg)",
.form-input--large,components/forms/inputs.css,trimmed (overlap removed),Removed overlapping properties ['min-height'] from lower-priority definition,min-height: 52px,
.radio-label,components/forms/labels.css,trimmed (overlap removed),Removed overlapping properties ['padding'] from lower-priority definition,padding: var(--spacing-3),
.radio-label,pages/year_summary/student-table.css,trimmed (overlap removed),"Removed overlapping properties ['align-items', 'border', 'border-radius', 'cursor', 'display', 'gap', 'padding', 'transition', 'user-select'] from lower-priority definition",align-items: center; background-color: var(--color-background-light); border: 1px solid transparent; border-radius: var(--border-radius-md); cursor: pointer; display: flex; gap: var(--spacing-2); padding: var(--spacing-2) var(--spacing-3); transition: all var(--transition-fast); user-select: none,background-color: var(--color-background-light)
.radio-label,pages/year_summary/student-table.css,trimmed (overlap removed),Removed overlapping properties ['padding'] from lower-priority definition,flex-direction: column; padding: var(--spacing-1); text-align: center,flex-direction: column; text-align: center
.radio-label,pages/year_summary/student-table.css,trimmed (overlap removed),Removed overlapping properties ['padding'] from lower-priority definition,padding: var(--spacing-1) var(--spacing-2),
.checkbox-label:hover,pages/year_summary/year_controls.css,trimmed (overlap removed),Removed overlapping properties ['background-color'] from lower-priority definition,background-color: var(--color-background-light); color: var(--color-text-primary),color: var(--color-text-primary)
.radio-label:hover,pages/year_summary/student-table.css,trimmed (overlap removed),Removed overlapping properties ['background-color'] from lower-priority definition,background-color: var(--color-white); border-color: var(--color-border),border-color: var(--color-border)
.form-help svg,pages/schools_students/students/student-details.css,dropped (covered by higher priority),.form-help svg in pages/schools_students/students/student-details.css fully subset of accumulated higher-priority declarations,flex-shrink: 0,
.checkbox-label,pages/year_summary/year_controls.css,trimmed (overlap removed),Removed overlapping properties ['padding'] from lower-priority definition,align-items: center; border-radius: var(--border-radius-md); color: var(--color-text-secondary); cursor: pointer; display: flex; font-size: var(--font-size-sm); gap: var(--spacing-2); padding: var(--spacing-2) var(--spacing-3); transition: all var(--transition-fast); user-select: none; white-space: nowrap,align-items: center; border-radius: var(--border-radius-md); color: var(--color-text-secondary); cursor: pointer; display: flex; font-size: var(--font-size-sm); gap: var(--spacing-2); transition: all var(--transition-fast); user-select: none; white-space: nowrap
.login-info-text,components/forms/validation.css,trimmed (overlap removed),Removed overlapping properties ['font-size'] from lower-priority definition,font-size: var(--font-size-xs),
.form-section-title,pages/schools_students/create-forms.css,trimmed (overlap removed),"Removed overlapping properties ['border-bottom', 'color', 'font-size', 'font-weight', 'padding-bottom', 'position'] from lower-priority definition",align-items: center; border-bottom: 2px solid var(--color-border); color: var(--color-text-primary); display: flex; font-size: var(--font-size-xl); font-weight: var(--font-weight-semibold); gap: var(--spacing-2); margin: 0 0 var(--spacing-6) 0; padding-bottom: var(--spacing-3); position: relative,align-items: center; display: flex; gap: var(--spacing-2); margin: 0 0 var(--spacing-6) 0
.form-section-title,pages/schools_students/create-forms.css,trimmed (overlap removed),"Removed overlapping properties ['font-size', 'margin-bottom'] from lower-priority definition",font-size: var(--font-size-lg); margin-bottom: var(--spacing-4),
.form-row--three,components/forms/groups.css,trimmed (overlap removed),Removed overlapping properties ['grid-template-columns'] from lower-priority definition,grid-template-columns: 1fr,
.form-row--four,components/forms/groups.css,trimmed (overlap removed),Removed overlapping properties ['grid-template-columns'] from lower-priority definition,"grid-template-columns: repeat(2, 1fr)",
.checkbox-group--horizontal,components/forms/groups.css,trimmed (overlap removed),Removed overlapping properties ['flex-direction'] from lower-priority definition,flex-direction: column,
.radio-group--horizontal,components/forms/groups.css,trimmed (overlap removed),Removed overlapping properties ['flex-direction'] from lower-priority definition,flex-direction: column,
.checkbox-group--grid,components/forms/groups.css,trimmed (overlap removed),Removed overlapping properties ['grid-template-columns'] from lower-priority definition,grid-template-columns: 1fr,
.radio-group--grid,components/forms/groups.css,trimmed (overlap removed),Removed overlapping properties ['grid-template-columns'] from lower-priority definition,grid-template-columns: 1fr,
.form-container--card,components/forms/groups.css,trimmed (overlap removed),Removed overlapping properties ['padding'] from lower-priority definition,padding: var(--spacing-6),
.form-container--card,components/forms/groups.css,trimmed (overlap removed),Removed overlapping properties ['padding'] from lower-priority definition,padding: var(--spacing-4),
.form-container--card,components/forms/groups.css,trimmed (overlap removed),Removed overlapping properties ['padding'] from lower-priority definition,padding: var(--spacing-3),
